"","Rk","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","fix"
"112",141,"Jordan Farmar\farmajo01","PG",24,"NJN",73,18,1796,5.1,13,0.392,2.2,6.1,0.359,2.9,7,0.421,1.6,2,0.82,0.5,3,3.5,7.4,1.2,0.1,2.8,2.6,14.1,"jordanfarmar"
"113",144,"Rudy Fernandez\fernaru01","SG",25,"POR",78,3,1821,4.2,11.4,0.37,2.3,7.1,0.321,1.9,4.2,0.453,2.5,2.9,0.863,0.7,2.7,3.4,3.8,1.7,0.3,1.7,2.6,13.2,"rudyfernandez"
"114",145,"Kyrylo Fesenko\fesenky01","C",24,"UTA",53,1,456,3.5,7.9,0.44,0,0.1,0,3.5,7.8,0.444,1.4,3.6,0.391,2.7,5.8,8.5,1.4,0.3,1.3,2,7.1,8.4,"kyrylofesenko"
"115",146,"Landry Fields\fieldla01","SG",22,"NYK",82,81,2541,4.2,8.5,0.497,1.2,3.1,0.393,3,5.4,0.556,1.6,2.1,0.769,1.5,5.9,7.4,2.2,1.1,0.2,1.5,1.6,11.3,"landryfields"
"116",147,"Derek Fisher\fishede01","PG",36,"LAL",82,82,2297,3.2,8.3,0.389,1,2.5,0.396,2.2,5.8,0.386,1.3,1.6,0.806,0.2,2.2,2.4,3.5,1.6,0.1,1.1,3,8.7,"derekfisher"
"117",148,"Jonny Flynn\flynnjo01","PG",21,"MIN",53,8,983,4,10.8,0.365,1.1,3.7,0.31,2.8,7.2,0.393,1.2,1.5,0.762,0.4,2.4,2.8,6.7,1.2,0.1,4.1,2.1,10.2,"jonnyflynn"
"118",149,"Gary Forbes\forbega01","SF",25,"DEN",63,11,791,5.6,12.4,0.454,0.9,2.6,0.328,4.8,9.8,0.488,2.7,4,0.678,1.3,4,5.3,2.2,1,0.3,2.1,3.5,14.8,"garyforbes"
"119",150,"T.J. Ford\fordtj01","PG",27,"IND",41,3,773,4.2,11,0.386,0.3,1.5,0.188,4,9.5,0.417,1.6,2.2,0.729,0.8,3,3.8,6.6,1.6,0.4,2.9,3.2,10.4,"tjford"
"120",151,"Jeff Foster\fosteje01","C",34,"IND",56,3,940,3.1,6.4,0.479,0,0.1,0,3.1,6.3,0.488,1,1.8,0.563,6.1,7.3,13.4,1.8,0.9,1.2,1,4.9,7.2,"jefffoster"
"121",152,"Randy Foye\foyera01","SG",27,"LAC",63,24,1551,4.8,12.3,0.388,1.6,5,0.327,3.1,7.3,0.43,3.1,3.5,0.893,0.3,2.1,2.4,3.9,1.1,0.5,2.2,2.8,14.3,"randyfoye"
"122",153,"Channing Frye\fryech01","PF",27,"PHO",77,64,2541,5.1,11.7,0.432,2.4,6.2,0.39,2.6,5.5,0.479,1.3,1.5,0.832,0.9,6.3,7.3,1.4,0.7,1.1,1,3.9,13.8,"channingfrye"
"123",157,"Francisco Garcia\garcifr01","SF",29,"SAC",58,34,1386,5.4,12.3,0.436,2.1,5.8,0.362,3.3,6.5,0.502,1.7,2,0.855,0.6,2.8,3.5,1.8,1.3,1.3,1.2,3.3,14.5,"franciscogarcia"
"124",158,"Kevin Garnett\garneke01","PF",34,"BOS",71,71,2220,7,13.3,0.528,0,0.1,0.2,7,13.2,0.53,3,3.5,0.862,1.3,8.9,10.2,2.8,1.5,0.9,1.9,2.4,17.1,"kevingarnett"
"125",159,"Marc Gasol\gasolma01","C",26,"MEM",81,81,2586,5.1,9.6,0.527,0,0.1,0.429,5,9.5,0.528,3.1,4.1,0.748,2.1,5.8,7.9,2.8,1,1.9,2,3.7,13.2,"marcgasol"
"126",160,"Pau Gasol\gasolpa01","C",30,"LAL",82,82,3037,7,13.3,0.529,0,0,0.333,7,13.2,0.53,4.2,5.1,0.823,3.2,6.7,9.9,3.2,0.6,1.5,1.7,2.4,18.3,"paugasol"
"127",161,"Rudy Gay\gayru01","SF",24,"MEM",54,54,2152,6.8,14.5,0.471,1,2.4,0.396,5.9,12.1,0.486,3.2,4,0.805,1.4,4.2,5.6,2.6,1.5,1,2.3,2.2,17.9,"rudygay"
"128",163,"Paul George\georgpa01","SG",20,"IND",61,19,1265,5.1,11.2,0.453,1.2,3.9,0.297,3.9,7.3,0.537,2.2,2.9,0.762,1.1,5.3,6.4,1.8,1.8,0.7,2,3.6,13.5,"paulgeorge"
"129",164,"Daniel Gibson\gibsoda01","SG",24,"CLE",67,15,1865,5.1,12.7,0.4,2.3,5.7,0.403,2.8,7.1,0.398,2.6,3.1,0.822,0.5,3,3.4,3.9,0.9,0.4,1.5,3,15.1,"danielgibson"
"130",165,"Taj Gibson\gibsota01","PF",25,"CHI",80,19,1742,4.8,10.4,0.466,0,0.2,0.125,4.8,10.2,0.472,2.1,3.1,0.676,3.3,6.1,9.5,1.2,0.8,2.2,1.5,4.2,11.8,"tajgibson"
"131",166,"Manu Ginobili\ginobma01","SG",33,"SAS",80,79,2426,6.5,15.1,0.433,2.3,6.5,0.349,4.3,8.6,0.497,5.3,6.1,0.871,0.6,3.8,4.4,5.8,1.8,0.4,2.6,2.4,20.7,"manuginobili"
"132",167,"Ryan Gomes\gomesry01","SF",28,"LAC",76,62,2095,3.6,8.7,0.41,1.2,3.6,0.341,2.3,5.1,0.459,1,1.5,0.718,1,3.3,4.4,2,1.1,0.2,0.9,2.7,9.4,"ryangomes"
"133",168,"Drew Gooden\goodedr01","PF",29,"MIL",35,18,860,6.5,15.2,0.431,0.1,0.8,0.15,6.4,14.3,0.447,3.4,4.3,0.794,3.1,6.9,10,2,0.9,0.8,1.9,4.1,16.6,"drewgooden"
"134",169,"Ben Gordon\gordobe01","SG",27,"DET",82,27,2131,5.7,13,0.44,1.8,4.5,0.402,3.9,8.5,0.46,2.3,2.7,0.85,0.7,2.6,3.3,2.9,0.8,0.3,2.4,3,15.6,"bengordon"
"135",170,"Eric Gordon\gordoer01","SG",22,"LAC",56,56,2112,7.3,16.2,0.45,1.8,5,0.364,5.5,11.2,0.488,4.9,5.9,0.825,0.8,2,2.8,4.2,1.2,0.3,2.6,2,21.3,"ericgordon"
"136",172,"Joey Graham\grahajo01","SF",28,"CLE",39,8,586,5,11,0.458,0.6,1.8,0.3,4.5,9.2,0.49,1.8,2.2,0.806,0.5,4.7,5.2,1.1,0.4,0.4,1.7,4.5,12.4,"joeygraham"
"137",173,"Stephen Graham\grahast01","SG",28,"NJN",59,28,959,3,7.5,0.405,0.2,0.8,0.238,2.9,6.7,0.425,1.2,1.4,0.816,0.6,4,4.6,1.5,0.5,0,1.4,4,7.4,"stephengraham"
"138",174,"Danny Granger\grangda01","SF",27,"IND",79,79,2763,7,16.4,0.425,2,5.3,0.386,4.9,11.1,0.443,5.1,6.1,0.848,1.1,4.4,5.5,2.6,1.2,0.8,2.7,2.8,21.1,"dannygranger"
"139",175,"Aaron Gray\grayaa01","C",26,"NOH",41,6,531,3.8,6.7,0.566,0,0,NA,3.8,6.7,0.566,1.2,2.3,0.5,4,7.6,11.6,1.1,0.7,0.8,2.2,6.5,8.7,"aarongray"
"140",176,"Danny Green\greenda02","SG",23,"SAS",8,0,92,6.7,13.7,0.486,2.7,7.4,0.368,3.9,6.3,0.625,0,0,NA,1.2,4.7,5.9,0.8,0.8,0.4,2,2.7,16,"dannygreen"
"141",178,"Willie Green\greenwi01","SG",29,"NOH",77,13,1674,5.8,13.1,0.443,1.2,3.3,0.348,4.6,9.8,0.476,1.7,2.2,0.78,0.5,3,3.5,1.6,0.8,0.3,1.4,3.1,14.5,"williegreen"
"142",179,"Donte Greene\greendo01","SF",22,"SAC",69,21,1127,5,12.3,0.404,1.4,4.9,0.292,3.5,7.4,0.478,1.4,2.1,0.662,1.6,3.1,4.7,1.5,1.1,0.6,1.9,2.8,12.8,"dontegreene"
"143",180,"Orien Greene\greenor01","SG",28,"NJN",3,0,5,7.2,14.4,0.5,0,0,NA,7.2,14.4,0.5,7.2,14.4,0.5,0,0,0,7.2,7.2,0,0,0,21.6,"oriengreene"
"144",181,"Blake Griffin\griffbl01","PF",21,"LAC",82,82,3112,8.1,15.9,0.506,0.1,0.3,0.292,8,15.6,0.51,5.2,8,0.642,3.1,8.3,11.4,3.6,0.7,0.5,2.6,2.9,21.3,"blakegriffin"
"145",182,"Hamed Haddadi\haddaha01","C",25,"MEM",31,0,168,6.4,12.4,0.517,0,0.2,0,6.4,12.2,0.526,3.2,4.9,0.652,5.1,9.4,14.6,1.1,0.4,2.8,2.4,6.2,16.1,"hamedhaddadi"
"146",183,"Richard Hamilton\hamilri01","SG",32,"DET",55,39,1498,6.9,16.1,0.429,1.3,3.5,0.382,5.6,12.7,0.442,3.5,4.1,0.849,0.6,2.5,3,4.1,0.9,0.1,2.1,2.3,18.7,"richardhamilton"
"147",184,"Tyler Hansbrough\hansbty01","PF",25,"IND",70,29,1535,6.7,14.4,0.465,0,0,0,6.7,14.3,0.466,4.6,5.9,0.779,3.4,5.2,8.6,1,0.9,0.4,1.8,3.8,18,"tylerhansbrough"
"148",186,"James Harden\hardeja01","SG",21,"OKC",82,5,2189,4.9,11.2,0.436,1.9,5.3,0.349,3,5.9,0.514,4.8,5.6,0.843,0.7,3.5,4.2,2.9,1.5,0.4,1.7,3.4,16.4,"jamesharden"
"149",187,"Al Harrington\harrial01","PF",30,"DEN",73,3,1665,6.1,14.6,0.416,2.5,7.1,0.357,3.5,7.5,0.473,1.9,2.5,0.735,1.6,5.5,7.2,2.2,0.8,0.2,2.3,4.4,16.5,"alharrington"
"150",189,"Manny Harris\harrima01","SG",21,"CLE",54,15,933,4.2,11.2,0.374,1.3,3.5,0.37,2.9,7.6,0.376,2.7,3.6,0.763,1.4,4,5.4,3.3,1.2,0.3,2.4,2.5,12.4,"mannyharris"
"151",190,"Mike Harris\harrimi01","PF",27,"HOU",4,0,16,6.8,13.5,0.5,0,0,NA,6.8,13.5,0.5,4.5,9,0.5,4.5,6.8,11.3,2.3,0,2.3,2.3,4.5,18,"mikeharris"
"152",191,"Udonis Haslem\hasleud01","PF",30,"MIA",13,0,345,4.6,9,0.512,0,0,NA,4.6,9,0.512,1.7,2.1,0.8,3,8,11.1,0.6,0.7,0.3,1.5,4.1,10.9,"udonishaslem"
"153",192,"Spencer Hawes\hawessp01","C",22,"PHI",81,81,1718,5.5,11.9,0.465,0.2,0.8,0.243,5.3,11.1,0.48,1,1.8,0.534,2.7,7,9.7,2.5,0.6,1.5,2,4.2,12.2,"spencerhawes"
"154",193,"Chuck Hayes\hayesch01","C",27,"HOU",74,63,2079,4.2,8,0.527,0,0,0,4.2,8,0.529,1.6,2.5,0.662,3.8,6.6,10.4,3.5,1.4,0.8,1.5,3.5,10.1,"chuckhayes"
"155",194,"Gordon Hayward\haywago01","SF",20,"UTA",72,17,1218,4.2,8.7,0.485,1,2.2,0.473,3.2,6.5,0.489,2,2.9,0.711,1.2,2.9,4.1,2.4,0.9,0.6,2.1,3.1,11.5,"gordonhayward"
"156",195,"Lazar Hayward\haywala01","SF",24,"MIN",42,0,419,4.7,13.2,0.357,1.5,5.2,0.283,3.3,8.1,0.404,2.8,3.6,0.786,2,4,6,2.4,1,0.6,1.6,3.8,13.7,"lazarhayward"
"157",196,"Brendan Haywood\haywobr01","C",31,"DAL",72,8,1331,3.5,6,0.574,0,0,0,3.5,6,0.577,1.7,4.8,0.362,3.5,6.7,10.2,0.5,0.4,2,1.4,3.9,8.7,"brendanhaywood"
"158",197,"Luther Head\headlu01","PG",28,"SAC",36,14,586,4.2,10.1,0.415,1.5,3.9,0.391,2.6,6.1,0.43,2.4,3.1,0.78,1,2.7,3.7,4.3,0.6,0.6,2,2.6,12.3,"lutherhead"
"159",198,"Gerald Henderson\hendege02","SG",23,"CHA",68,30,1661,5.6,12.4,0.454,0.2,0.8,0.194,5.5,11.6,0.472,2.8,3.5,0.785,1.1,3.4,4.5,2.2,1.1,0.7,1.4,2.6,14.2,"geraldhenderson"
"160",199,"Xavier Henry\henryxa01","SG",19,"MEM",38,16,527,4.4,10.9,0.406,0.1,1.2,0.118,4.3,9.8,0.441,2.3,3.6,0.635,0.6,1.9,2.5,1.2,0.8,0.2,0.9,3.3,11.3,"xavierhenry"
"161",200,"Roy Hibbert\hibbero01","C",24,"IND",81,80,2244,6.6,14.3,0.461,0,0.1,0,6.6,14.2,0.463,3.3,4.4,0.745,2.9,6.9,9.8,2.7,0.5,2.3,3,4.1,16.4,"royhibbert"
"162",201,"J.J. Hickson\hicksjj01","C",22,"CLE",80,66,2256,6.8,14.9,0.458,0,0.1,0,6.8,14.9,0.461,3.9,5.9,0.673,3.5,7.6,11.1,1.5,0.8,0.9,2.8,3.4,17.6,"jjhickson"
"163",202,"Nene Hilario\hilarne01","C",28,"DEN",75,75,2291,6.3,10.3,0.615,0,0.1,0.2,6.3,10.2,0.618,4.5,6.3,0.711,2.3,6.7,9,2.3,1.3,1.1,2.1,3.7,17.1,"nenehilario"
"164",203,"George Hill\hillge01","PG",24,"SAS",76,5,2148,4.8,10.6,0.453,1.3,3.4,0.377,3.5,7.2,0.49,3.9,4.5,0.863,0.4,2.9,3.3,3.2,1.1,0.4,1.7,2.6,14.8,"georgehill"
"165",204,"Grant Hill\hillgr01","SF",38,"PHO",80,80,2409,6,12.3,0.484,0.7,1.7,0.395,5.3,10.6,0.498,3.2,3.8,0.829,1.2,3.9,5.1,3,1,0.5,2,2.7,15.8,"granthill"
"166",205,"Jordan Hill\hilljo01","C",23,"HOU",72,11,1125,5.5,11.3,0.491,0,0.1,0,5.5,11.2,0.494,1.9,2.7,0.706,4.1,5.7,9.8,0.9,0.4,1.7,2,5,13,"jordanhill"
"167",207,"Jrue Holiday\holidjr01","PG",20,"PHI",82,82,2901,5.5,12.4,0.446,1,2.8,0.365,4.5,9.6,0.47,2.1,2.6,0.823,0.8,3.3,4.1,6.6,1.5,0.4,2.7,2.5,14.2,"jrueholiday"
"168",208,"Ryan Hollins\holliry01","C",26,"CLE",70,16,1182,4,6.7,0.598,0,0,NA,4,6.7,0.598,3.4,5,0.681,2.1,3.5,5.7,0.8,0.7,1.3,2,6.1,11.4,"ryanhollins"
"169",209,"Al Horford\horfoal01","C",24,"ATL",77,77,2704,6.8,12.3,0.557,0,0.1,0.5,6.8,12.2,0.557,2,2.5,0.798,2.4,7.1,9.6,3.5,0.8,1.1,1.6,2.6,15.7,"alhorford"
"170",210,"Eddie House\houseed01","SG",32,"MIA",56,1,978,4.7,11.8,0.399,2.5,6.4,0.389,2.2,5.4,0.411,1.4,1.5,0.95,0.3,3.1,3.4,2.3,1.2,0.1,1.1,2.5,13.3,"eddiehouse"
"171",211,"Dwight Howard\howardw01","C",25,"ORL",78,78,2935,7.6,12.8,0.593,0,0.1,0,7.6,12.7,0.597,6.7,11.2,0.596,3.8,9.7,13.5,1.3,1.3,2.3,3.4,3.2,21.9,"dwighthoward"
"172",212,"Josh Howard\howarjo01","SF",30,"WAS",18,10,409,5.1,14.3,0.358,0.6,2.6,0.241,4.5,11.7,0.383,2.6,4.1,0.617,1.6,4.9,6.5,2.1,1.1,0.4,1.8,3,13.4,"joshhoward"
"173",213,"Juwan Howard\howarju01","PF",37,"MIA",57,0,592,3.3,7.6,0.44,0,0,NA,3.3,7.6,0.44,1.8,2.1,0.829,2.2,5.2,7.4,1.4,0.6,0.2,1.5,3.7,8.5,"juwanhoward"
"174",214,"Lester Hudson\hudsole01","PG",26,"WAS",11,0,73,3,11.8,0.25,2,7.4,0.267,1,4.4,0.222,1,2,0.5,0.5,2,2.5,8.4,2,0.5,3.5,4.9,8.9,"lesterhudson"
"175",215,"Kris Humphries\humphkr01","PF",25,"NJN",74,44,2061,5.4,10.2,0.527,0,0,0,5.4,10.2,0.527,2.2,3.3,0.665,3.9,9.5,13.5,1.5,0.6,1.4,1.8,2.9,12.9,"krishumphries"
"176",216,"Serge Ibaka\ibakase01","PF",21,"OKC",82,44,2216,5.4,10,0.543,0,0,0,5.4,10,0.544,2.2,3,0.75,3.5,6.6,10.1,0.4,0.5,3.2,1.2,4.3,13.1,"sergeibaka"
"177",217,"Andre Iguodala\iguodan01","SF",27,"PHI",67,67,2469,4.9,11.1,0.445,0.9,2.6,0.337,4,8.4,0.479,3,4.4,0.693,0.9,4.8,5.6,6.2,1.5,0.6,2,1.6,13.8,"andreiguodala"
"178",218,"Zydrunas Ilgauskas\ilgauzy01","C",35,"MIA",72,51,1145,5.1,10,0.508,0,0,0,5.1,10,0.509,1.1,1.4,0.783,3.4,5.6,9,0.8,0.7,1.8,1.6,5.8,11.3,"zydrunasilgauskas"
"179",219,"Didier Ilunga-Mbenga\mbengdj01","C",30,"NOH",41,0,330,2.5,5.3,0.469,0,0,NA,2.5,5.3,0.469,1.4,2,0.722,3.8,5.6,9.4,0.7,0.7,2.9,2.3,5.7,6.4,"didierilungambenga"
"180",220,"Ersan Ilyasova\ilyaser01","PF",23,"MIL",60,34,1505,5.3,12.1,0.436,0.9,2.9,0.298,4.4,9.2,0.479,2.2,2.5,0.894,2.5,6.2,8.7,1.3,1.2,0.6,1.5,3.8,13.7,"ersanilyasova"
"181",221,"Royal Ivey\iveyro01","SG",29,"OKC",25,0,155,3.7,8.8,0.421,1.6,3.7,0.438,2.1,5.1,0.409,0.5,0.5,1,0.5,3.3,3.7,1.6,1.4,0.2,1.2,3.9,9.5,"royalivey"
"182",223,"Darnell Jackson\jacksda01","PF",25,"SAC",59,2,486,5.7,11.7,0.487,0.2,0.8,0.273,5.5,10.9,0.503,2.2,3.6,0.612,3.6,3.3,7,1,0.9,0.2,1.7,4.5,13.9,"darnelljackson"
"183",224,"Stephen Jackson\jacksst02","SG",32,"CHA",67,67,2405,6.5,15.9,0.411,1.8,5.4,0.337,4.7,10.5,0.449,3.7,4.6,0.816,0.8,3.8,4.6,3.6,1.2,0.4,3.1,2.4,18.6,"stephenjackson"
"184",225,"Damion James\jamesda01","SF",23,"NJN",25,9,403,4.1,9.2,0.447,0,0.3,0,4.1,8.9,0.46,1.6,2.5,0.643,1.5,6.1,7.6,1.8,1.4,1.1,2.2,3.2,9.8,"damionjames"
"185",226,"LeBron James\jamesle01","SF",26,"MIA",79,79,3063,8.9,17.5,0.51,1.1,3.3,0.33,7.8,14.2,0.552,5.9,7.8,0.759,0.9,6,6.9,6.5,1.5,0.6,3.3,1.9,24.8,"lebronjames"
"186",227,"Antawn Jamison\jamisan01","PF",34,"CLE",56,38,1842,7.3,17.1,0.427,1.8,5.1,0.346,5.5,12,0.462,3.3,4.6,0.731,1.7,5.6,7.3,1.8,1,0.6,1.5,2.7,19.7,"antawnjamison"
"187",229,"Al Jefferson\jeffeal01","C",26,"UTA",82,82,2940,8,16.2,0.496,0,0,NA,8,16.2,0.496,2.7,3.5,0.761,2.9,6.8,9.7,1.8,0.6,1.9,1.3,2.9,18.7,"aljefferson"
"188",230,"Richard Jefferson\jefferi01","SF",30,"SAS",81,81,2459,4.5,9.4,0.474,2,4.5,0.44,2.5,4.9,0.504,2.2,2.9,0.759,0.8,3.7,4.5,1.6,0.6,0.5,1.4,2.4,13,"richardjefferson"
"189",232,"Brandon Jennings\jennibr01","PG",21,"MIL",63,61,2169,6,15.4,0.39,1.6,5,0.323,4.4,10.3,0.422,3.3,4.1,0.809,0.7,3.2,3.9,5.1,1.6,0.3,2.4,2.2,16.9,"brandonjennings"
"190",233,"Eugene Jeter\jetereu01","PG",27,"SAC",62,1,858,4.4,10.9,0.409,0.3,1.3,0.2,4.2,9.6,0.437,1.6,1.7,0.902,0.4,2.6,2.9,6.8,1.2,0.1,2.1,2.3,10.7,"eugenejeter"
"191",234,"Yi Jianlian\jianlyi01","PF",23,"WAS",63,11,1112,4.7,11.2,0.418,0.1,0.4,0.231,4.6,10.8,0.425,2,2.9,0.681,2.6,5.5,8,0.8,0.9,1,1.7,3.7,11.5,"yijianlian"
"192",235,"Amir Johnson\johnsam01","PF",23,"TOR",72,54,1853,5.5,9.6,0.568,0,0,0,5.5,9.6,0.569,2.4,3.1,0.788,3.7,5.3,9,1.6,1,1.7,1.3,5.1,13.4,"amirjohnson"
"193",236,"Armon Johnson\johnsar02","PG",21,"POR",38,0,277,6,13.1,0.455,0.6,1.6,0.417,5.3,11.6,0.461,1.7,2.9,0.591,1.4,3.2,4.7,5.8,0.6,0.1,4.9,4,14.3,"armonjohnson"
"194",239,"Joe Johnson\johnsjo02","SG",29,"ATL",72,72,2554,7.2,16.4,0.443,1.3,4.2,0.297,6,12.1,0.494,2.7,3.4,0.802,0.8,3.3,4.1,4.8,0.7,0.1,2.1,1.8,18.5,"joejohnson"
"195",241,"Wesley Johnson\johnswe01","SG",23,"MIN",79,63,2069,4.7,11.9,0.397,1.8,5,0.356,2.9,6.8,0.427,1.1,1.6,0.696,0.9,3.3,4.2,2.6,1,0.9,1.7,2.8,12.3,"wesleyjohnson"
"196",242,"Dahntay Jones\jonesda02","SG",30,"IND",45,2,589,6.1,13.1,0.467,0.9,2.4,0.359,5.3,10.7,0.491,4.2,5.5,0.767,0.2,3.7,4,2,1.2,0.4,1.9,4.3,17.3,"dahntayjones"
"197",243,"Dominique Jones\jonesdo02","SG",22,"DAL",18,0,135,3.7,12,0.311,0,1.1,0,3.7,10.9,0.341,3.7,4.5,0.824,1.6,5.1,6.7,5.1,1.3,0.8,2.7,1.9,11.2,"dominiquejones"
"198",244,"James Jones\jonesja02","SF",30,"MIA",81,8,1549,3.4,8,0.422,2.9,6.7,0.429,0.5,1.4,0.39,1.4,1.7,0.833,0.5,3.2,3.7,1,0.7,0.4,0.5,3,11,"jamesjones"
"199",245,"Solomon Jones\jonesso01","C",26,"IND",39,0,528,3.3,8.2,0.405,0,0.1,0,3.3,8.2,0.408,2.8,4.2,0.661,3.1,4.6,7.7,2,0.8,1.5,2.4,6.4,9.5,"solomonjones"
"200",246,"DeAndre Jordan\jordade01","C",22,"LAC",80,66,2047,4.1,6,0.686,0,0,0,4.1,6,0.688,1.7,3.8,0.452,3.6,6.5,10.1,0.7,0.7,2.5,1.8,4.5,10,"deandrejordan"
"201",247,"Chris Kaman\kamanch01","C",28,"LAC",32,15,838,7.6,16.2,0.471,0,0,NA,7.6,16.2,0.471,1.8,2.4,0.754,2.2,7.5,9.7,2,0.7,2.1,2.5,3.2,17.1,"chriskaman"
"202",248,"Jason Kapono\kaponja01","SF",29,"PHI",24,2,112,2.3,9,0.25,0.3,2.6,0.125,1.9,6.4,0.3,0.3,0.6,0.5,1,2.6,3.5,1.3,0.6,0.3,0.6,1.3,5.1,"jasonkapono"
"203",249,"Jason Kidd\kiddja01","PG",37,"DAL",80,80,2653,2.9,8.1,0.361,1.8,5.3,0.34,1.1,2.8,0.4,0.9,1,0.87,0.5,4.3,4.8,8.9,1.8,0.4,2.4,1.6,8.5,"jasonkidd"
"204",250,"Andrei Kirilenko\kirilan01","SF",29,"UTA",64,62,1999,4.6,9.8,0.467,0.6,1.8,0.367,3.9,8,0.489,3.7,4.9,0.77,1.8,4.1,5.9,3.5,1.5,1.3,2.1,2,13.5,"andreikirilenko"
"205",251,"Linas Kleiza\kleizli01","SF",26,"TOR",39,23,1032,6.2,14.2,0.438,1.4,4.6,0.298,4.8,9.6,0.505,1.4,2.3,0.631,1.3,4.9,6.2,1.4,0.7,0.2,2.3,3.5,15.2,"linaskleiza"
"206",252,"Kyle Korver\korveky01","SG",29,"CHI",82,0,1649,5.3,12.2,0.434,2.6,6.3,0.415,2.7,5.9,0.455,1.7,1.9,0.885,0.3,3,3.3,2.7,0.8,0.4,1.3,3.4,14.9,"kylekorver"
"207",257,"Gani Lawal\lawalga01","PF",22,"PHO",1,0,2,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,18,0,"ganilawal"
"208",258,"Ty Lawson\lawsoty01","PG",23,"DEN",80,31,2103,5.9,11.8,0.503,1.2,2.9,0.404,4.7,8.9,0.536,2.9,3.9,0.764,1.1,2.4,3.6,6.5,1.4,0.1,2.3,2.3,16,"tylawson"
"209",259,"Courtney Lee\leeco01","SG",25,"HOU",81,1,1723,5.3,12,0.439,1.5,3.6,0.408,3.8,8.4,0.453,2,2.5,0.792,1.1,3.3,4.4,2.1,1.2,0.4,1.4,2.1,14,"courtneylee"
"210",260,"David Lee\leeda02","PF",27,"GSW",73,73,2634,6.8,13.4,0.507,0,0,0.333,6.8,13.3,0.508,2.9,3.6,0.787,3,6.8,9.8,3.2,1,0.4,2.3,2.9,16.4,"davidlee"
"211",262,"Jeremy Lin\linje01","PG",22,"GSW",29,0,285,3.5,9.1,0.389,0.1,0.6,0.2,3.4,8.5,0.403,2.4,3.2,0.76,1.5,2.8,4.3,5.3,4.2,1.1,2.3,3.9,9.6,"jeremylin"
"212",263,"Shaun Livingston\livinsh01","PG",25,"CHA",73,0,1261,5.3,11.3,0.466,0,0.1,0.25,5.3,11.2,0.468,3.1,3.6,0.864,0.8,3.4,4.3,4.7,1.3,0.8,2.5,3.1,13.7,"shaunlivingston"
"213",264,"Brook Lopez\lopezbr01","C",22,"NJN",82,82,2889,8,16.3,0.492,0,0,0,8,16.3,0.492,4.8,6.1,0.787,2.5,3.6,6.1,1.6,0.6,1.5,2.2,3,20.8,"brooklopez"
"214",265,"Robin Lopez\lopezro01","C",22,"PHO",67,56,991,6.5,13,0.501,0,0,NA,6.5,13,0.501,2.7,3.6,0.74,3,4.9,7.8,0.3,0.7,1.6,1.7,5.2,15.7,"robinlopez"
"215",266,"Kevin Love\loveke01","PF",22,"MIN",73,73,2611,6.6,14.1,0.47,1.2,2.9,0.417,5.4,11.2,0.483,5.8,6.9,0.85,4.5,10.8,15.3,2.5,0.6,0.4,2.1,2,20.4,"kevinlove"
"216",267,"Kyle Lowry\lowryky01","PG",24,"HOU",75,71,2563,4.8,11.4,0.426,1.8,4.8,0.376,3,6.5,0.464,2.7,3.5,0.765,1.3,3.1,4.3,7,1.4,0.3,2.2,2.9,14.2,"kylelowry"
"217",268,"John Lucas III\lucasjo02","PG",28,"CHI",2,0,10,3.6,10.8,0.333,0,3.6,0,3.6,7.2,0.5,0,7.2,0,0,0,0,3.6,0,0,0,0,7.2,"johnlucasiii"
"218",269,"Corey Maggette\maggeco01","SF",31,"MIL",67,18,1401,6.5,14.4,0.453,0.7,2,0.359,5.8,12.4,0.468,7,8.4,0.834,1.1,5.1,6.2,2.2,0.5,0.1,3.3,4.5,20.7,"coreymaggette"
"219",270,"Jamaal Magloire\magloja01","C",32,"MIA",18,0,158,3,5,0.591,0,0,NA,3,5,0.591,2.1,4.1,0.5,3.9,10,13.9,0.7,0.9,0.5,1.1,5.9,8,"jamaalmagloire"
"220",271,"Ian Mahinmi\mahinia01","C",24,"DAL",56,0,488,4.1,7.2,0.561,0,0.1,0,4.1,7.1,0.573,4.6,6,0.768,3.2,5.7,8.9,0.6,1,1.1,1.8,7.7,12.8,"ianmahinmi"
"221",272,"Shawn Marion\mariosh01","SF",32,"DAL",80,27,2253,6.9,13.3,0.52,0.1,0.5,0.152,6.9,12.8,0.536,2,2.6,0.768,2.7,6.1,8.8,1.8,1.1,0.8,2.1,2.3,16,"shawnmarion"
"222",273,"Sean Marks\marksse01","C",35,"POR",29,0,208,3.3,7.6,0.432,0.3,0.3,1,2.9,7.3,0.405,0.9,1.4,0.625,2.8,4.2,6.9,0.7,0.5,0.9,1.9,7.6,7.8,"seanmarks"
"223",274,"Cartier Martin\martica01","SF",26,"WAS",52,1,542,4.7,12.1,0.39,2.6,6.6,0.394,2.1,5.5,0.386,1.9,2.7,0.7,1.3,3.6,4.9,1.2,1.2,0.4,1.1,3.5,13.9,"cartiermartin"
