"","Rk","Player","Pos","Age","Tm","G","MP","PER","TS.","X3PAr","FTr","ORB.","DRB.","TRB.","AST.","STL.","BLK.","TOV.","USG.","X","OWS","DWS","WS","WS.48","X.1","OBPM","DBPM","BPM","VORP","fix"
"433",351,"Jason Richardson\richaja01","SG",30,"TOT",80,2715,15,0.555,0.454,0.151,2.9,11.1,7.1,9.2,1.8,0.4,7.8,20.6,NA,3.6,3.3,6.9,0.123,NA,2,0.1,2.2,2.8,"jasonrichardson"
"434",354,"Nate Robinson\robinna01","PG",26,"TOT",59,1013,10,0.507,0.532,0.117,1.9,8.6,5.5,17.8,1.5,0.3,14.7,21.9,NA,-0.4,1.5,1.1,0.051,NA,-0.7,-1,-1.7,0.1,"naterobinson"
"435",373,"Ish Smith\smithis01","PG",22,"TOT",43,442,7.6,0.406,0.087,0.183,1.8,10.3,6.1,25.5,2.1,0.3,21.5,15.9,NA,-0.5,0.4,-0.1,-0.016,NA,-5.1,-1.1,-6.1,-0.5,"ishsmith"
"436",376,"Joe Smith\smithjo02","PF",35,"TOT",16,69,-0.1,0.237,0,0.125,5.1,28.9,17.3,8,0,4.4,22.9,14.5,NA,-0.3,0.1,-0.1,-0.099,NA,-11.9,1.8,-10,-0.1,"joesmith"
"437",384,"Peja Stojakovic\stojape01","SF",33,"TOT",33,617,15.2,0.588,0.599,0.11,2.8,11.3,7.1,7.7,1.1,0.2,6.7,19.4,NA,1.1,0.6,1.6,0.126,NA,2.3,-1.6,0.6,0.4,"pejastojakovic"
"438",389,"Jermaine Taylor\tayloje02","SG",24,"TOT",34,483,12.2,0.535,0.23,0.143,6,8.7,7.3,11.1,1.5,0.7,18.1,22.9,NA,-0.1,0.3,0.1,0.014,NA,-1.9,-2.1,-4,-0.2,"jermainetaylor"
"439",392,"Garrett Temple\templga01","PG-SG",24,"TOT",24,230,4.7,0.378,0.544,0.25,0.5,11.6,6,21.9,2.6,2.1,23.4,20.1,NA,-0.7,0.3,-0.4,-0.085,NA,-6.1,0.3,-5.8,-0.2,"garretttemple"
"440",394,"Hasheem Thabeet\thabeha01","C",23,"TOT",47,373,4.7,0.478,0,0.875,7.6,16.5,12,1.4,1.3,3.5,23.5,8.7,NA,-0.2,0.5,0.3,0.043,NA,-5.2,1.3,-3.9,-0.2,"hasheemthabeet"
"441",399,"Al Thornton\thornal01","SF-PF",27,"TOT",71,1383,11.7,0.531,0.06,0.329,4.5,13.4,8.8,7.2,1.3,0.7,11.5,17.8,NA,1,0.6,1.6,0.054,NA,-2.5,-1.8,-4.3,-0.8,"althornton"
"442",400,"Marcus Thornton\thornma01","SG",23,"TOT",73,1775,16.5,0.525,0.297,0.228,4,13.3,8.6,13.2,1.9,0.4,9.5,24.9,NA,1.9,1.6,3.5,0.095,NA,1.2,-1.2,0,0.9,"marcusthornton"
"443",403,"Hedo Turkoglu\turkohe01","SF-PF",31,"TOT",81,2540,13.4,0.555,0.429,0.216,2.1,14,8.2,21.5,1.5,1,14.3,16.7,NA,3.4,3.4,6.8,0.129,NA,1.1,1.5,2.7,3,"hedoturkoglu"
"444",412,"Sasha Vujacic\vujacsa01","SG",26,"TOT",67,1648,12.3,0.515,0.44,0.161,2.1,11.5,6.7,13.7,1.7,0.2,9.4,19.8,NA,1.1,1,2.1,0.061,NA,0.6,-1.1,-0.5,0.6,"sashavujacic"
"445",418,"Gerald Wallace\wallage01","SF-PF",28,"TOT",71,2693,16.2,0.548,0.219,0.439,4.9,21,12.8,10.9,2.1,1.9,13,20.3,NA,2.6,3.6,6.2,0.111,NA,0,1.7,1.7,2.5,"geraldwallace"
"446",431,"D.J. White\whitedj01","C-PF",24,"TOT",47,685,15.3,0.542,0.009,0.292,7.6,20,13.8,4.9,0.9,2.3,5.4,17.7,NA,1.1,0.7,1.8,0.128,NA,-1.9,-1,-2.9,-0.1,"djwhite"
"447",435,"Deron Williams\willide01","PG",26,"TOT",65,2465,21.1,0.566,0.325,0.423,1.9,10.9,6.3,45.9,1.7,0.5,16.6,25.8,NA,6.2,1.1,7.3,0.142,NA,5.2,-2.4,2.8,3,"deronwilliams"
"448",436,"Jason Williams\willija02","PG",35,"TOT",27,295,8.4,0.403,0.567,0,1.2,10.6,6,25.1,2,0.3,21.2,13.2,NA,-0.2,0.4,0.2,0.031,NA,-3.5,-0.4,-3.9,-0.1,"jasonwilliams"
"449",440,"Mo Williams\willima01","PG",28,"TOT",58,1788,13.9,0.503,0.334,0.242,1.3,8.7,5,36.9,1.5,0.4,17.5,24.7,NA,0.4,0.6,1,0.026,NA,0.6,-2.9,-2.3,-0.1,"mowilliams"
"450",443,"Shelden Williams\willish02","PF",27,"TOT",59,911,12.3,0.522,0,0.341,12,22.3,17.3,5.1,1.3,2.1,14.5,14.5,NA,0.9,1.1,1.9,0.102,NA,-2.4,0.5,-1.9,0,"sheldenwilliams"
"451",444,"Terrence Williams\willite01","SG",23,"TOT",21,290,6.9,0.427,0.191,0.183,1.6,19.3,10.3,22,1.6,0,21,24.7,NA,-0.8,0.2,-0.6,-0.096,NA,-6.2,-1.1,-7.3,-0.4,"terrencewilliams"
"452",447,"Brandan Wright\wrighbr03","PF",23,"TOT",37,379,15.9,0.54,0,0.265,9.2,18.2,13.6,5.1,1.5,3.4,9.7,17.2,NA,0.4,0.4,0.8,0.099,NA,-2.6,-0.2,-2.8,-0.1,"brandanwright"
