"","Rk","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","fix"
"113",119,"Keyon Dooling\doolike01","SG",31,"BOS",46,2,662,3.6,8.9,0.405,1.5,4.4,0.333,2.1,4.5,0.476,1.3,1.7,0.742,0.2,2,2.1,2.8,0.7,0.1,1.8,3.1,9.9,"keyondooling"
"114",120,"Toney Douglas\douglto01","PG",25,"NYK",38,9,656,5.2,15.9,0.324,1.5,6.4,0.231,3.7,9.5,0.387,1.2,1.4,0.846,0.9,3.1,4,4.2,1.6,0.1,3.1,3,13,"toneydouglas"
"115",121,"Goran Dragic\dragigo01","PG",25,"HOU",66,28,1752,5.7,12.3,0.462,1.4,4.2,0.337,4.3,8.2,0.525,3.1,3.9,0.805,1.1,2.4,3.5,7.2,1.7,0.2,3.2,3.4,15.9,"gorandragic"
"116",122,"Jared Dudley\dudleja01","SG",26,"PHO",65,60,2020,5.6,11.5,0.485,1.4,3.7,0.383,4.1,7.7,0.535,2.1,2.9,0.726,1.7,3.7,5.4,2,0.9,0.3,1.3,1.9,14.7,"jareddudley"
"117",123,"Chris Duhon\duhonch01","PG",29,"ORL",63,9,1226,2.5,6,0.419,1.5,3.5,0.42,1,2.5,0.417,0.5,0.6,0.81,0.4,2.6,3,4.4,1,0.3,2.4,2.1,7,"chrisduhon"
"118",124,"Tim Duncan\duncati01","C",35,"SAS",58,58,1634,8,16.1,0.492,0,0.1,0,8,16.1,0.495,3.8,5.5,0.695,2.4,9,11.5,2.9,0.8,1.9,2.1,2.2,19.7,"timduncan"
"119",125,"Mike Dunleavy\dunlemi02","SF",31,"MIL",55,3,1445,6,12.6,0.474,2.1,5.2,0.399,3.9,7.4,0.527,2.9,3.6,0.811,0.7,4.4,5.1,2.9,0.7,0.2,1.4,2.2,16.9,"mikedunleavy"
"120",126,"Kevin Durant\duranke01","SF",23,"OKC",66,66,2546,9.1,18.3,0.496,1.9,4.9,0.387,7.2,13.5,0.535,6.1,7.1,0.86,0.6,6.9,7.5,3.3,1.2,1.1,3.5,1.9,26.2,"kevindurant"
"121",127,"Jerome Dyson\dysonje01","PG",24,"NOH",9,1,180,3.8,9.6,0.396,0.2,1.6,0.125,3.6,8,0.45,5.6,7.2,0.778,0.4,3.4,3.8,3.6,2.2,0.4,4,3.8,13.4,"jeromedyson"
"122",128,"Devin Ebanks\ebankde01","SG",22,"LAL",24,12,396,3.4,8.1,0.416,0,0.8,0,3.4,7.3,0.463,2.1,3.2,0.657,2.4,2.5,4.9,1.1,1,0.5,1.6,2.4,8.8,"devinebanks"
"123",129,"Wayne Ellington\ellinwa01","SG",24,"MIN",51,4,973,4.5,11.2,0.404,1.3,4,0.324,3.2,7.2,0.448,1.2,1.5,0.8,0.5,3.1,3.7,1.2,1,0.4,1,2.1,11.5,"wayneellington"
"124",131,"Francisco Elson\elsonfr01","C",35,"PHI",5,0,16,2.3,6.8,0.333,0,0,NA,2.3,6.8,0.333,0,0,NA,0,2.3,2.3,2.3,2.3,2.3,2.3,0,4.5,"franciscoelson"
"125",132,"Andre Emmett\emmetan01","SF",29,"NJN",6,0,45,3.2,5.6,0.571,0,0.8,0,3.2,4.8,0.667,4,6.4,0.625,1.6,3.2,4.8,0.8,1.6,0.8,1.6,1.6,10.4,"andreemmett"
"126",133,"Semih Erden\erdense01","C",25,"CLE",28,9,333,4.2,8,0.527,0,0,NA,4.2,8,0.527,2.3,4.4,0.512,2.2,5.6,7.8,1,1.1,0.5,1.7,6.5,10.7,"semiherden"
"127",134,"Jeremy Evans\evansje01","SF",24,"UTA",29,0,217,4.5,7,0.643,0,0.2,0,4.5,6.8,0.659,1.3,2.7,0.5,3.2,5.1,8.3,2.2,1,4,0.8,3.8,10.3,"jeremyevans"
"128",135,"Maurice Evans\evansma01","SF",33,"WAS",24,0,343,4.7,11.8,0.402,1.8,4.7,0.378,2.9,7,0.418,1,1.4,0.769,0.8,1.7,2.5,0.9,1.5,0,1,3.8,12.3,"mauriceevans"
"129",136,"Reggie Evans\evansre01","PF",31,"LAC",56,0,771,1.6,3.4,0.472,0,0,NA,1.6,3.4,0.472,1.7,3.3,0.507,4.7,8,12.7,0.8,1.4,0.3,2.1,5.5,4.9,"reggieevans"
"130",137,"Tyreke Evans\evansty01","SG",22,"SAC",63,61,2162,6.8,15,0.453,0.3,1.6,0.202,6.5,13.3,0.484,3.3,4.3,0.779,1.1,3.7,4.8,4.7,1.4,0.5,2.8,2.3,17.3,"tyrekeevans"
"131",139,"Kenneth Faried\farieke01","PF",22,"DEN",46,39,1037,6.3,10.7,0.586,0,0,NA,6.3,10.7,0.586,3.8,5.7,0.665,4.9,7.3,12.2,1.2,1.2,1.6,1.9,4,16.4,"kennethfaried"
"132",140,"Jordan Farmar\farmajo01","PG",25,"NJN",39,5,831,6.4,13.6,0.467,2.4,5.4,0.44,4,8.2,0.484,2.5,2.7,0.905,0.3,2.3,2.6,5.6,1,0.1,2.9,2.1,17.6,"jordanfarmar"
"133",141,"Derrick Favors\favorde01","PF",20,"UTA",65,9,1376,5.8,11.6,0.499,0,0,NA,5.8,11.6,0.499,3.3,5.1,0.649,4.1,7,11.1,1.1,1,1.7,2.7,3.8,14.9,"derrickfavors"
"134",142,"Raymond Felton\feltora01","PG",27,"POR",60,56,1906,4.9,12.1,0.407,1.2,3.8,0.305,3.8,8.3,0.453,1.9,2.3,0.806,0.5,2.3,2.8,7.4,1.5,0.2,3.2,2.3,12.9,"raymondfelton"
"135",143,"Rudy Fernandez\fernaru01","SG",26,"DEN",31,1,710,5,11.4,0.44,2,6.2,0.328,3,5.2,0.573,1.5,2.2,0.698,0.5,2.8,3.3,3.8,1.6,0.2,2,1.9,13.6,"rudyfernandez"
"136",144,"Kyrylo Fesenko\fesenky01","C",25,"IND",3,0,17,4.2,10.6,0.4,0,0,NA,4.2,10.6,0.4,8.5,12.7,0.667,4.2,14.8,19.1,2.1,4.2,0,0,4.2,16.9,"kyrylofesenko"
"137",145,"Landry Fields\fieldla01","SG",23,"NYK",66,62,1894,4.5,9.8,0.46,0.6,2.3,0.256,3.9,7.5,0.523,1.5,2.6,0.562,1.1,4.2,5.3,3.2,1.5,0.3,1.9,1.9,11,"landryfields"
"138",148,"Jeff Foote\footeje01","C",24,"NOH",4,0,39,1.8,5.5,0.333,0,0,NA,1.8,5.5,0.333,0,0,NA,0.9,4.6,5.5,0,0,0.9,1.8,4.6,3.7,"jefffoote"
"139",149,"Gary Forbes\forbega01","SG",26,"TOR",48,2,713,5.7,13.7,0.413,1.5,4.2,0.349,4.2,9.5,0.441,3.3,4.6,0.725,1.4,3.8,5.2,2.7,1.2,0.2,2.7,2.8,16.1,"garyforbes"
"140",150,"T.J. Ford\fordtj01","PG",28,"SAS",14,0,191,3.6,8.1,0.442,0.4,1.5,0.25,3.2,6.6,0.486,2.1,2.6,0.786,0.6,2.8,3.4,8.5,1.7,0.4,4.3,4.3,9.6,"tjford"
"141",152,"Jeff Foster\fosteje01","C",35,"IND",11,0,141,2.3,4.6,0.5,0.3,0.3,1,2,4.3,0.471,1.5,2.3,0.667,4.6,6.1,10.7,1,2,0.3,1.8,6.6,6.4,"jefffoster"
"142",153,"Randy Foye\foyera01","SG",28,"LAC",65,48,1682,5.5,13.8,0.398,2.7,7,0.386,2.8,6.7,0.41,1.6,1.8,0.859,0.5,2.4,3,3.1,1,0.5,1.6,2.8,15.2,"randyfoye"
"143",154,"Jimmer Fredette\fredeji01","PG",22,"SAC",61,7,1135,5.5,14.1,0.386,2.5,6.9,0.361,3,7.3,0.409,1.3,1.5,0.833,0.5,1.8,2.3,3.4,1,0.1,2.1,2.3,14.7,"jimmerfredette"
"144",155,"Channing Frye\fryech01","PF",28,"PHO",64,59,1669,5.5,13.2,0.416,2,5.7,0.346,3.5,7.5,0.469,1.6,1.8,0.89,1.5,6.6,8.2,1.9,0.9,1.5,1.4,3.8,14.5,"channingfrye"
"145",156,"Dan Gadzuric\gadzuda01","C",33,"NYK",2,0,13,0,5.5,0,0,0,NA,0,5.5,0,0,5.5,0,2.8,11.1,13.8,0,2.8,2.8,2.8,11.1,0,"dangadzuric"
"146",157,"Sundiata Gaines\gainesu01","SG",25,"NJN",57,12,793,4.6,12.3,0.376,1.3,3.7,0.341,3.4,8.6,0.392,2.7,4.4,0.615,1.2,3.7,4.9,5.7,2.5,0.1,2.4,2.6,13.2,"sundiatagaines"
"147",158,"Danilo Gallinari\gallida01","SF",23,"DEN",43,40,1351,5.1,12.4,0.414,1.6,4.9,0.328,3.5,7.5,0.47,4.8,5.6,0.871,0.7,4.6,5.4,3.1,1.1,0.6,1.8,2.3,16.7,"danilogallinari"
"148",159,"Francisco Garcia\garcifr01","SF",30,"SAC",49,3,798,3.9,10.3,0.376,1.7,5.9,0.29,2.2,4.4,0.49,1.1,1.4,0.8,0.5,4,4.5,1.4,1.6,1.7,1,3.3,10.6,"franciscogarcia"
"149",160,"Kevin Garnett\garneke01","C",35,"BOS",60,60,1864,7.6,15,0.503,0.1,0.2,0.333,7.5,14.8,0.505,3.1,3.7,0.857,1.3,8.3,9.5,3.4,1.1,1.2,2.1,2.7,18.3,"kevingarnett"
"150",161,"Marc Gasol\gasolma01","C",27,"MEM",65,65,2370,5.4,11.2,0.482,0,0.2,0.083,5.4,11.1,0.489,3.6,4.8,0.748,1.8,7,8.8,3.1,0.9,1.8,1.8,3.1,14.5,"marcgasol"
"151",162,"Pau Gasol\gasolpa01","PF",31,"LAL",65,65,2430,6.8,13.6,0.501,0.1,0.4,0.259,6.7,13.2,0.508,3,3.9,0.782,2.7,7.3,10,3.5,0.5,1.3,2.1,1.9,16.7,"paugasol"
"152",163,"Rudy Gay\gayru01","SF",25,"MEM",65,65,2422,7.2,15.9,0.455,0.8,2.6,0.312,6.4,13.3,0.482,3.1,3.9,0.791,1.9,4.3,6.2,2.2,1.4,0.8,2.4,2.1,18.3,"rudygay"
"153",164,"Alonzo Gee\geeal01","SG",24,"CLE",63,31,1827,4.5,10.9,0.412,0.9,2.7,0.321,3.6,8.2,0.442,3.3,4.2,0.788,2,4.4,6.3,2.2,1.6,0.3,2.2,2.9,13.1,"alonzogee"
"154",165,"Paul George\georgpa01","SG",21,"IND",66,66,1958,5.2,11.7,0.44,1.7,4.3,0.385,3.5,7.4,0.472,2.7,3.3,0.802,1,5.8,6.8,2.9,2,0.7,2.2,3.5,14.7,"paulgeorge"
"155",166,"Daniel Gibson\gibsoda01","SG",25,"CLE",35,7,916,3.4,9.7,0.351,2.2,5.5,0.396,1.3,4.3,0.294,1.3,1.7,0.791,0.4,3.5,4,3,1,0.6,1.8,2.7,10.3,"danielgibson"
"156",167,"Taj Gibson\gibsota01","PF",26,"CHI",63,0,1284,5.6,11.3,0.495,0,0,NA,5.6,11.3,0.495,2.4,3.8,0.622,3.8,5.5,9.3,1.3,0.8,2.3,1.7,3.7,13.6,"tajgibson"
"157",168,"Manu Ginobili\ginobma01","SG",34,"SAS",34,7,792,6.8,13,0.526,2.4,5.7,0.413,4.5,7.2,0.616,4,4.6,0.871,0.8,4.5,5.3,6.9,1.1,0.5,2.9,2.5,20,"manuginobili"
"158",170,"Ryan Gomes\gomesry01","SF",29,"LAC",32,2,425,2.6,8,0.326,0.3,2.5,0.138,2.3,5.6,0.409,0.7,0.9,0.727,1.2,4,5.2,1,1.4,0,1.3,2.9,6.3,"ryangomes"
"159",171,"Drew Gooden\goodedr01","C",30,"MIL",56,46,1469,7,16.1,0.437,0.4,1.3,0.291,6.6,14.8,0.45,4.3,5.1,0.846,3.2,5.7,8.9,3.5,1.1,0.8,2.7,2.7,18.8,"drewgooden"
"160",172,"Ben Gordon\gordobe01","SG",28,"DET",52,21,1398,6,13.6,0.442,1.6,3.8,0.429,4.4,9.9,0.446,3,3.5,0.86,0.4,2.8,3.1,3.3,0.9,0.3,3,2.9,16.7,"bengordon"
"161",173,"Eric Gordon\gordoer01","PG",23,"NOH",9,9,310,7.3,16.3,0.45,1.2,4.6,0.25,6.2,11.6,0.53,5.7,7.5,0.754,0.2,2.7,2.9,3.6,1.5,0.5,2.8,2.3,21.5,"ericgordon"
"162",174,"Marcin Gortat\gortama01","C",27,"PHO",66,66,2114,7.3,13.1,0.555,0,0,0,7.3,13.1,0.557,2.8,4.3,0.649,3.2,8.1,11.2,1,0.8,1.7,1.5,2.4,17.3,"marcingortat"
"163",175,"Andrew Goudelock\goudean01","SG",23,"LAL",40,0,419,5.8,14.9,0.391,2.4,6.4,0.373,3.4,8.5,0.404,0.9,1,0.917,0.4,2.2,2.7,1.7,0.3,0,1.8,2.7,15,"andrewgoudelock"
"164",176,"Danny Granger\grangda01","SF",28,"IND",62,62,2062,6.8,16.4,0.416,2.1,5.6,0.381,4.7,10.8,0.434,4.4,5.1,0.873,1.4,4,5.4,1.9,1.1,0.7,1.9,2.5,20.2,"dannygranger"
"165",177,"Aaron Gray\grayaa01","C",27,"TOR",49,40,813,3.7,7.1,0.516,0,0,NA,3.7,7.1,0.516,1.1,2.1,0.532,3.7,8.8,12.4,1.2,1,0.8,2.3,5.6,8.5,"aarongray"
"166",178,"Danny Green\greenda02","SG",24,"SAS",66,38,1522,5,11.3,0.442,2.4,5.5,0.436,2.6,5.7,0.449,1.9,2.4,0.79,1.3,4.1,5.4,2,1.4,1.1,1.6,2.5,14.3,"dannygreen"
"167",179,"Gerald Green\greenge01","SF",26,"NJN",31,2,781,7.1,14.8,0.481,2,5.1,0.391,5.1,9.7,0.529,2.3,3,0.754,0.7,4.3,5,1.6,1.3,0.8,2.5,3.7,18.4,"geraldgreen"
"168",180,"Willie Green\greenwi01","SG",30,"ATL",53,2,922,6,12.7,0.471,2,4.4,0.442,4,8.3,0.486,1.9,2.2,0.857,0.6,2.5,3.1,1.6,0.9,0.2,1.3,2.9,15.8,"williegreen"
"169",181,"Donte Greene\greendo01","PF",23,"SAC",53,7,777,5,12.3,0.406,1.2,4.9,0.238,3.8,7.5,0.516,2,2.5,0.8,0.9,5.3,6.2,1.6,0.8,1.3,1.5,3.1,13.2,"dontegreene"
"170",182,"Blake Griffin\griffbl01","PF",22,"LAC",66,66,2392,8.4,15.4,0.549,0,0.2,0.125,8.4,15.1,0.556,3.7,7,0.521,3.3,7.5,10.8,3.2,0.8,0.7,2.3,3.3,20.6,"blakegriffin"
"171",183,"Hamed Haddadi\haddaha01","C",26,"MEM",35,0,206,4.5,8.4,0.542,0,0.2,0,4.5,8.2,0.553,3.1,4.5,0.692,4.9,7.5,12.4,1.4,0.2,4.5,3.7,7.5,12.2,"hamedhaddadi"
"172",184,"Jordan Hamilton\hamiljo02","SF",21,"DEN",26,2,258,6.7,15.5,0.432,2.4,6.6,0.362,4.3,8.9,0.484,0.3,0.7,0.4,1.5,7.1,8.7,2.8,0.6,0.4,2.2,2.1,16,"jordanhamilton"
"173",185,"Richard Hamilton\hamilri01","SG",33,"CHI",28,28,697,7.2,16,0.452,0.9,2.4,0.37,6.4,13.6,0.466,1.5,1.9,0.784,1,2.4,3.4,4.3,0.6,0.1,2.5,2.9,16.8,"richardhamilton"
"174",186,"Tyler Hansbrough\hansbty01","PF",26,"IND",66,0,1442,4.8,12,0.405,0,0,0,4.8,11.9,0.406,5.6,6.9,0.813,2.8,4.4,7.2,0.7,1.3,0.2,1.6,4,15.3,"tylerhansbrough"
"175",187,"Luke Harangody\haranlu01","PF",24,"CLE",21,1,231,3.6,10.1,0.354,0.8,3.3,0.238,2.8,6.9,0.409,1.4,1.9,0.75,3.1,5.1,8.3,0.9,0.9,0.5,0.6,2.6,9.4,"lukeharangody"
"176",188,"James Harden\hardeja01","SG",22,"OKC",62,2,1946,5.7,11.6,0.491,2.1,5.4,0.39,3.6,6.2,0.579,5.8,6.8,0.846,0.6,4.1,4.7,4.2,1.1,0.3,2.5,2.8,19.3,"jamesharden"
"177",189,"Justin Harper\harpeju01","PF",22,"ORL",14,0,84,3.9,13.3,0.29,0.9,5.6,0.154,3,7.7,0.389,0,0.4,0,1.3,3.9,5.1,0.9,0.9,1.3,2.6,2.1,8.6,"justinharper"
"178",190,"Josh Harrellson\harrejo01","PF",22,"NYK",37,4,540,4.2,9.9,0.423,1.3,3.9,0.339,2.9,6,0.478,1.1,1.7,0.615,3.1,6.5,9.6,0.7,1.5,1.3,1.3,3.2,10.8,"joshharrellson"
"179",191,"Al Harrington\harrial01","PF",31,"DEN",64,1,1761,7.1,15.8,0.446,2.1,6.2,0.333,5,9.6,0.519,2.4,3.6,0.676,1.5,6.5,8,1.8,1.2,0.2,2.3,3.7,18.6,"alharrington"
"180",192,"Devin Harris\harride01","PG",28,"UTA",63,63,1741,5,11.2,0.445,1.6,4.4,0.362,3.4,6.8,0.498,3.2,4.3,0.746,0.2,2.1,2.3,6.5,1.3,0.3,2.5,2.8,14.8,"devinharris"
"181",193,"Manny Harris\harrima01","SG",22,"CLE",26,5,456,4.7,11.8,0.4,0.9,2.8,0.333,3.8,9,0.421,3.2,4.7,0.695,0.9,4.7,5.5,2.4,1,0.5,2.1,2.2,13.7,"mannyharris"
"182",194,"Terrel Harris\harrite01","SG",24,"MIA",22,1,318,3.3,9.4,0.349,0.9,4.4,0.205,2.4,5,0.477,1.6,2.4,0.667,2,3.7,5.8,2.9,1,0.2,2.8,3.8,9.1,"terrelharris"
"183",195,"Tobias Harris\harrito02","SF",19,"MIL",42,9,479,5.9,12.7,0.467,0.5,1.7,0.261,5.5,11,0.5,3.3,4.1,0.815,2.3,5.3,7.6,1.7,1,0.5,2.3,3.4,15.6,"tobiasharris"
"184",196,"Udonis Haslem\hasleud01","PF",31,"MIA",64,10,1589,3.4,8.1,0.423,0,0,NA,3.4,8.1,0.423,1.9,2.3,0.814,2.7,8,10.6,1,0.8,0.5,1.4,3.2,8.7,"udonishaslem"
"185",197,"Spencer Hawes\hawessp01","C",23,"PHI",37,29,920,6.1,12.5,0.489,0.1,0.5,0.25,6,12,0.498,1.6,2.2,0.727,3.1,7.5,10.6,3.8,0.6,1.9,2.2,3.9,13.9,"spencerhawes"
"186",198,"Chuck Hayes\hayesch01","C",28,"SAC",54,9,1039,2.5,5.9,0.429,0,0.1,0,2.5,5.8,0.435,0.9,1.4,0.667,2.5,5.6,8.1,2.7,1.2,0.6,1.7,3.8,6,"chuckhayes"
"187",199,"Gordon Hayward\haywago01","SF",21,"UTA",66,58,2015,4.8,10.5,0.456,1,2.8,0.346,3.8,7.6,0.496,3.4,4.1,0.832,1.1,3.1,4.1,3.7,0.9,0.7,1.9,1.9,14,"gordonhayward"
"188",200,"Lazar Hayward\haywala01","SF",25,"OKC",26,0,141,3.3,9.7,0.342,1,3.6,0.286,2.3,6.1,0.375,1.8,3.1,0.583,0.5,3.6,4.1,1,0.8,0.3,2.3,4.6,9.4,"lazarhayward"
"189",201,"Brendan Haywood\haywobr01","C",32,"DAL",54,54,1146,3.7,7.2,0.518,0,0,NA,3.7,7.2,0.518,1.4,3,0.469,4.4,5.8,10.2,0.6,0.8,1.7,1.4,3.8,8.8,"brendanhaywood"
"190",202,"Gerald Henderson\hendege02","SG",24,"CHA",55,55,1831,6.5,14.2,0.459,0.2,0.9,0.234,6.3,13.3,0.475,3,4,0.76,1.3,3.2,4.4,2.5,1,0.4,2,2.5,16.3,"geraldhenderson"
"191",203,"Xavier Henry\henryxa01","SG",20,"NOH",45,0,759,4.3,10.8,0.395,0.3,0.8,0.412,3.9,10,0.393,2.5,4,0.612,1.1,3.9,5,1.7,1.2,0.4,1.7,2.8,11.3,"xavierhenry"
"192",204,"Roy Hibbert\hibbero01","C",25,"IND",65,65,1937,6.2,12.4,0.497,0,0,0,6.2,12.4,0.498,3.2,4.4,0.711,4,6.7,10.6,2,0.6,2.4,2.4,3.6,15.5,"royhibbert"
"193",206,"Cory Higgins\higgico01","PG",22,"CHA",38,0,423,4.4,13.6,0.325,0.3,1.7,0.2,4.1,11.9,0.343,3.6,5.1,0.7,0.6,2.4,3,3.1,0.4,0.5,3.3,3.4,12.8,"coryhiggins"
"194",208,"George Hill\hillge01","PG",25,"IND",50,9,1274,4.7,10.7,0.442,1.5,4.2,0.367,3.2,6.6,0.489,2.6,3.3,0.778,0.9,3.4,4.3,4.1,1.2,0.5,1.5,2.8,13.6,"georgehill"
"195",209,"Grant Hill\hillgr01","SF",39,"PHO",49,46,1378,5.3,11.8,0.446,0.4,1.4,0.264,4.9,10.4,0.47,2.2,2.8,0.761,0.8,3.7,4.5,2.8,1.1,0.8,1.7,2.3,13,"granthill"
"196",211,"Kirk Hinrich\hinriki01","SG",31,"ATL",48,31,1237,3.6,8.6,0.414,1.4,4,0.346,2.2,4.6,0.472,0.7,0.9,0.781,0.3,2.6,2.9,3.8,1.1,0.3,1.7,2.9,9.2,"kirkhinrich"
"197",212,"Darington Hobson\hobsoda01","SG",24,"MIL",5,0,39,1.8,12,0.154,0,5.5,0,1.8,6.5,0.286,0,0,NA,0,2.8,2.8,5.5,0,0,1.8,0.9,3.7,"daringtonhobson"
"198",213,"Jrue Holiday\holidjr01","PG",21,"PHI",65,65,2196,5.9,13.7,0.432,1.1,2.8,0.38,4.8,10.9,0.445,1.5,2,0.783,0.9,2.5,3.5,4.8,1.7,0.3,2.2,2.2,14.4,"jrueholiday"
"199",215,"Tyler Honeycutt\honeyty01","SF",21,"SAC",15,0,88,3.3,9.8,0.333,0.4,1.2,0.333,2.9,8.6,0.333,1.2,2,0.6,1.2,4.5,5.7,2.9,1.6,1.2,0.8,1.2,8.2,"tylerhoneycutt"
"200",216,"Al Horford\horfoal01","C",25,"ATL",11,11,348,5.9,10.7,0.553,0,0.1,0,5.9,10.6,0.559,2.3,3.1,0.733,2.7,5.3,8,2.5,1,1.4,1.7,2.2,14.1,"alhorford"
"201",217,"Dennis Horner\hornede01","PF",23,"NJN",8,0,22,1.6,6.5,0.25,0,1.6,0,1.6,4.9,0.333,4.9,6.5,0.75,3.3,4.9,8.2,0,0,0,1.6,1.6,8.2,"dennishorner"
"202",218,"Dwight Howard\howardw01","C",26,"ORL",54,54,2070,7.2,12.6,0.573,0,0.1,0,7.2,12.5,0.579,4.9,9.9,0.491,3.5,10.2,13.7,1.8,1.4,2,3,2.8,19.4,"dwighthoward"
"203",219,"Josh Howard\howarjo01","SF",31,"UTA",43,18,991,5.2,13.1,0.399,0.3,1.3,0.243,4.9,11.8,0.417,2.7,3.5,0.773,1.4,4.3,5.7,1.8,1.2,0.4,1.9,3.3,13.5,"joshhoward"
"204",220,"Juwan Howard\howarju01","PF",38,"MIA",28,0,190,3.2,10.4,0.309,0,0,NA,3.2,10.4,0.309,1.5,1.9,0.8,3.4,5.5,8.9,1.9,0.8,0.2,3.8,3.4,8,"juwanhoward"
"205",222,"Larry Hughes\hughela01","PG",33,"ORL",9,0,114,1.6,6.9,0.227,0.3,2.2,0.143,1.3,4.7,0.267,0.3,0.6,0.5,0.3,1.3,1.6,2.2,0.6,0,3.8,3.2,3.8,"larryhughes"
"206",223,"Kris Humphries\humphkr01","PF",26,"NJN",62,62,2162,5.4,11.2,0.481,0,0,NA,5.4,11.2,0.481,3.5,4.6,0.752,3.9,7.5,11.3,1.5,0.8,1.2,2,2.9,14.2,"krishumphries"
"207",224,"Serge Ibaka\ibakase01","PF",22,"OKC",66,66,1792,5.3,9.8,0.535,0,0.1,0.333,5.2,9.8,0.536,1.6,2.4,0.661,3.9,6.1,10,0.6,0.7,4.8,1.6,3.6,12.1,"sergeibaka"
"208",225,"Andre Iguodala\iguodan01","SF",28,"PHI",62,62,2209,4.7,10.3,0.454,1.2,3.1,0.394,3.4,7.2,0.481,2,3.2,0.617,0.9,5.3,6.2,5.5,1.7,0.5,1.9,1.5,12.6,"andreiguodala"
"209",226,"Ersan Ilyasova\ilyaser01","PF",24,"MIL",60,41,1655,6.4,13,0.492,1.1,2.4,0.455,5.3,10.5,0.501,3.1,4,0.781,4.3,7.2,11.5,1.5,0.9,1,1.7,2.9,17,"ersanilyasova"
"210",227,"Kyrie Irving\irvinky01","PG",19,"CLE",51,51,1558,8.1,17.3,0.469,1.7,4.2,0.399,6.4,13,0.491,4,4.5,0.872,1,3.4,4.4,6.4,1.2,0.5,3.7,2.5,21.8,"kyrieirving"
"211",228,"Royal Ivey\iveyro01","SG",30,"OKC",34,0,354,2.6,7.4,0.356,1.8,5.4,0.34,0.8,2,0.4,0.1,0.8,0.125,0.1,2.3,2.4,1,1.4,0,0.9,3.7,7.2,"royalivey"
"212",229,"Jarrett Jack\jackja01","PG",28,"NOH",45,39,1530,6.3,13.7,0.456,0.9,2.6,0.348,5.3,11.1,0.482,3,3.5,0.872,0.5,3.6,4.1,6.7,0.7,0.2,2.5,2.2,16.5,"jarrettjack"
"213",230,"Reggie Jackson\jacksre01","PG",21,"OKC",45,0,501,3.7,11.4,0.321,0.9,4.5,0.21,2.7,7,0.392,1.8,2.1,0.862,1,2.8,3.8,5.1,1.8,0.1,2.6,2.2,10.1,"reggiejackson"
"214",232,"Damion James\jamesda01","SF",24,"NJN",7,7,170,2.8,7.4,0.371,0,0.2,0,2.8,7.2,0.382,1.7,2.5,0.667,1.5,5.5,7,0.6,1.5,1.5,2.5,3.6,7.2,"damionjames"
"215",233,"LeBron James\jamesle01","SF",27,"MIA",62,62,2326,9.6,18.1,0.531,0.8,2.3,0.362,8.8,15.8,0.556,6,7.8,0.771,1.5,6.2,7.6,6,1.8,0.8,3.3,1.5,26,"lebronjames"
"216",234,"Mike James\jamesmi01","PG",36,"CHI",11,0,120,6,14.7,0.408,1.8,3,0.6,4.2,11.7,0.359,2.1,2.4,0.875,0.6,2.4,3,8.7,1.2,0.6,4.2,6,15.9,"mikejames"
"217",235,"Antawn Jamison\jamisan01","PF",35,"CLE",65,65,2151,7,17.5,0.403,1.5,4.5,0.341,5.5,13,0.425,3.1,4.5,0.683,2.1,4.8,6.8,2.2,0.9,0.7,1.5,2.7,18.7,"antawnjamison"
"218",236,"Al Jefferson\jeffeal01","C",27,"UTA",61,61,2075,9,18.2,0.492,0,0.1,0.25,8.9,18.1,0.493,2.4,3.1,0.774,2.3,7.8,10.1,2.3,0.8,1.8,1.1,2.7,20.3,"aljefferson"
"219",238,"Jared Jeffries\jeffrja01","PF",30,"NYK",39,4,729,2.9,7.1,0.41,0.1,0.8,0.188,2.8,6.3,0.438,2.4,3.6,0.681,3.4,4.1,7.5,1.3,1.4,1.2,1.4,4.4,8.4,"jaredjeffries"
"220",239,"Charles Jenkins\jenkich01","PG",22,"GSW",51,28,893,5.2,11.7,0.447,0.1,0.8,0.15,5.1,10.9,0.469,1.4,1.6,0.872,0.3,2.4,2.7,6.9,1.3,0.2,2.4,3.4,12,"charlesjenkins"
"221",240,"Brandon Jennings\jennibr01","PG",22,"MIL",66,66,2331,7.2,17.3,0.418,2,6,0.332,5.3,11.3,0.464,3,3.7,0.808,0.8,2.7,3.5,5.6,1.6,0.3,2.3,1.8,19.5,"brandonjennings"
"222",241,"Jonas Jerebko\jerebjo01","PF",24,"DET",64,13,1468,5.2,11.1,0.468,0.8,2.6,0.302,4.4,8.5,0.519,2.5,3,0.806,2.4,5.2,7.6,1.1,1,0.5,1.6,4,13.6,"jonasjerebko"
"223",242,"Yi Jianlian\jianlyi01","PF",24,"DAL",30,0,203,5.5,14.5,0.378,0.5,1.8,0.3,5,12.8,0.389,2.5,3.7,0.667,2.1,6.6,8.7,0.9,1.2,1.4,2.5,4.1,14,"yijianlian"
"224",243,"Amir Johnson\johnsam01","PF",24,"TOR",64,43,1553,4.5,7.9,0.576,0,0.1,0.4,4.5,7.8,0.579,1.3,1.9,0.69,3.5,6,9.5,1.8,0.8,1.6,2.2,4.8,10.5,"amirjohnson"
